No;Title;Inventors;Applicants;Publication number;Earliest priority;IPC;CPC;Publication date;Earliest publication;Family number
314;BROADCASTING IN SUPERSINGULAR ISOGENY-BASED CRYPTOSYSTEMS;"DE QUEHEN VICTORIA [CA] 
EATON EDWARD WILLIAM [CA] 
GUTOSKI GUSTAV MICHAEL [CA] 
LEONARDI CHRISTOPHER [CA]";ISARA CORP [CA];WO2021062517A1;2019-10-03;"G06F21/62 
G06F7/72 
G09C5/00 
H04L9/16 
H04L9/30";"H04L63/0435 (EP,US) 
H04L63/061 (EP) 
H04L63/0823 (EP) 
H04L9/06 (US) 
H04L9/0822 (US) 
H04L9/0838 (EP) 
H04L9/0852 (US) 
H04L9/0869 (US) 
H04L9/0891 (US) 
H04L9/3066 (EP) 
H04L9/3073 (US) 
H04L9/3268 (US) 
H04L2209/601 (EP) 
H04L2463/061 (EP) 
H04L63/0421 (US) 
H04L63/064 (US)";2021-04-08;2020-12-29;074039702
315;SIMULATING AND POST-PROCESSING USING A GENERATIVE ADVERSARIAL NETWORK;CHUDAK FABIAN A [CA];D WAVE SYSTEMS INC [CA];US2020193272A1;2018-12-14;"G06N10/00 
G06N3/04 
G06N3/06 
G06N3/08";"G06N10/00 (EP,US) 
G06N3/0454 (EP,US) 
G06N3/0472 (EP) 
G06N3/06 (US) 
G06N3/084 (EP) 
G06N3/088 (US) 
G06F17/11 (US)";2020-06-18;2020-06-18;071071064
316;APPARATUS AND METHODS FOR SPATIO-TEMPORAL IMPLEMENTATION OF ARBITRARY UNITARY TRANSFORMATIONS ON OPTICAL MODES;"BRADLER KAMIL [CA] 
SU DAIQIN [CA] 
VERNON ZACHARY [CA] 
HELT LUKAS [CA] 
DHAND ISH [CA]";XANADU QUANTUM TECH INC [CA];US2021191232A1;2019-12-18;G02F3/00;"G02F3/00 (EP,US) 
G06E3/008 (EP) 
G06N10/00 (US)";2021-06-24;2021-06-24;076439615
317;SYSTEMS, DEVICES, AND METHODS FOR ANALOG PROCESSING;CHOI VICKY [CA];"CHOI VICKY [CA] 
DWAVE SYS INC [CA]";"US2009121215A1 
US8190548B2";2007-11-08;"H01L39/22 
G06F17/00 
G06N5/02";"B82Y10/00 (EP,US) 
G06N10/00 (EP,US)";"2009-05-14 
2012-05-29";2009-05-14;040622866
318;Quantum-interferometrically enhanced optical nonlinearities for photon switches and logic gates;"STEINBERG AEPHRAIM M [CA] 
LUNDEEN JEFFREY S [CA] 
RESCH KEVIN J [CA]";;US2003123516A1;2001-10-15;"H01S3/08 
G02F1/35 
G02F3/00 
G06N99/00";"B82Y10/00 (EP,US) 
G02F1/3515 (EP,US) 
G02F3/00 (EP,US) 
G06N10/00 (EP,US)";2003-07-03;2003-07-03;026954120
319;METHODS AND SYSTEMS FOR TRANSMITTING HIGHLIGHTS OF SPORTING EVENTS TO COMMUNICATION DEVICES;"BADAAN HOUSAM [CA] 
TREMBLAY MARTIN [CA]";"BADAAN HOUSAM [CA] 
TREMBLAY MARTIN [CA]";"US10631067B2 
US2016337710A1";2014-01-20;"H04W4/00 
G06Q30/02 
H04L29/08 
H04M1/725 
H04N21/2187 
H04N21/2668 
H04N21/41 
H04N21/488 
H04N21/81 
H04W4/06 
H04L12/18 
H04N21/458 
H04N21/8549 
H04W4/12 
H04W4/60";"G06Q30/0267 (EP,US) 
G06Q30/0269 (EP,US) 
H04L12/1859 (EP,US) 
H04L12/1895 (EP,US) 
H04L67/55 (US) 
H04M1/72403 (US) 
H04N21/2187 (EP,US) 
H04N21/2668 (US) 
H04N21/4126 (EP,US) 
H04N21/458 (EP,US) 
H04N21/4882 (US) 
H04N21/4886 (US) 
H04N21/812 (US) 
H04N21/8126 (US) 
H04N21/8549 (EP,US) 
H04W4/06 (EP,US) 
H04W4/12 (EP,US) 
H04W4/60 (EP,US)";"2016-11-17 
2020-04-21";2015-07-23;053542238
320;VEHICLE LIGHT ASSEMBLY WITH QUANTUM DOPED MATERIAL ILLUMINABLE USING DISTINCT ILLUMINATION SOURCES;MIU TRAIAN [CA];MAGNA CLOSURES INC [CA];US2020263846A1;2019-02-20;"B60Q1/04 
B60Q1/44 
F21S41/145 
F21S41/176 
F21S41/25 
F21S41/32 
F21S41/64 
F21S43/16 
F21S43/20 
F21S43/30";"B60Q1/04 (US) 
B60Q1/2607 (EP) 
B60Q1/44 (US) 
F21S41/145 (US) 
F21S41/176 (CN,US) 
F21S41/25 (US) 
F21S41/255 (EP) 
F21S41/28 (EP) 
F21S41/321 (US) 
F21S41/645 (US) 
F21S43/16 (EP,CN,US) 
F21S43/26 (US) 
F21S43/30 (US) 
F21S43/33 (EP) 
F21V23/003 (CN) 
F21V9/30 (CN) 
F21V9/45 (CN) 
B60Q2400/20 (EP) 
F21W2102/00 (CN) 
F21W2103/00 (CN) 
F21W2107/10 (CN) 
F21Y2113/10 (US)";2020-08-20;2020-08-20;071843993
321;RESONATOR DEVICE FOR ELECTRON SPIN RESONANCE;"MOHEBBI HAMIDREZA [CA] 
CORY DAVID G [CA]";QUANTUM VALLEY INVEST FUND LP [CA];"CA2897536A1 
CA2897536C";2013-02-01;"G01R33/341 
G01R33/36";"G01R33/3415 (EP,US) 
G01R33/3456 (EP,US) 
G01R33/60 (EP,US) 
G01R33/34023 (EP,US)";"2014-08-07 
2020-03-10";2014-08-07;051258742
322;METHOD AND SYSTEM FOR INCREASING QUANTUM COMPUTER PROCESSING SPEED USING DIGITAL CO-PROCESSOR;BUNYK PAUL I [CA];;US2008313430A1;2007-06-12;"G06F15/76 
G06F9/32";"B82Y10/00 (EP,US) 
G06N10/00 (EP,US)";2008-12-18;2008-12-18;040133446
323;METHOD AND SYSTEM FOR DETERMINING A WEIGHT ALLOCATION IN A GROUP COMPRISING A LARGE PLURALITY OF ITEMS USING AN OPTIMIZATION ORACLE;"ALIPOUR KHAYER ELHAM [CA] 
ZARIBAFIYAN ARMAN [CA] 
ROUNDS MAXWELL [US] 
LOPEZ DE PRADO MARCOS [US] 
ADOLPHS CLEMENS [CA]";1QB INF TECH INC [CA];US2017323206A1;2016-05-09;"G06F17/30 
G06N5/02 
G06N99/00";"G06F16/2246 (EP,US) 
G06F16/285 (EP,US) 
G06N10/00 (EP,US) 
G06N5/003 (EP,US) 
G06N5/022 (US)";2017-11-09;2017-11-09;060243063
324;QUANTUM PROCESSOR;BUNYK PAUL I [CA];DWAVE SYS INC [CA];"US2009173936A1 
US7932515B2";2008-01-03;"H01L39/22 
G11C11/44 
H03K19/195";"B82Y10/00 (EP,US) 
G06N10/00 (EP,US) 
H01L39/223 (EP,US)";"2009-07-09 
2011-04-26";2009-07-09;040843848
325;Managing a data analytics pipeline;"JIBAJA IVAN [US] 
PULLEN CURTIS [CA] 
JAIKUMAR PRASHANT [US] 
DORSETT STEFAN [US] 
JAIN GAURAV [US] 
VACHHARAJANI NEIL [US] 
CHELLAPPA SRINIVAS [US]";PURE STORAGE INC [US];US11263095B1;2018-03-26;"G06F11/00 
G06F11/20";"G06F11/0706 (EP) 
G06F11/0757 (EP) 
G06F11/1482 (EP) 
G06F11/2023 (US) 
G06F11/2094 (US) 
G06F2201/815 (EP) 
G06F2201/85 (EP,US)";2022-03-01;2020-11-17;073263886
326;SYMMETRIC CRYPTOGRAPHIC METHOD AND SYSTEM AND APPLICATIONS THEREOF;"HENDERSON GLEN ARTHUR [CA] 
NORDIN BRENT ERIC [CA] 
SEGUIN DANIEL MARCEL JOSEPH [CA] 
SRIVASTAVA PRATEEK [CA] 
CURRY IAN HUGH [CA]";CORD3 INNOVATION INC [CA];CA3056814A1;2017-02-27;"G06F21/62 
H04L9/08 
H04L9/16";"G09C1/00 (EP) 
H04L9/0662 (EP) 
H04L9/0861 (EP) 
H04L9/0869 (EP) 
H04L9/088 (EP) 
H04L2209/04 (EP)";2018-08-30;2018-08-30;063252437
327;Obtaining keys from broadcasters in supersingular isogeny-based cryptosystems;"DE QUEHEN VICTORIA [CA] 
EATON EDWARD WILLIAM [CA] 
GUTOSKI GUSTAV MICHAEL [CA] 
LEONARDI CHRISTOPHER [CA]";ISARA CORP [CA];US10630476B1;2019-10-03;"H04L29/00 
H04L9/08 
H04L9/30 
H04L9/32";"H04L9/0844 (EP) 
H04L9/085 (US) 
H04L9/0852 (US) 
H04L9/0861 (US) 
H04L9/0891 (EP,US) 
H04L9/3066 (EP,US) 
H04L9/3268 (US)";2020-04-21;2020-04-21;070285180
328;QUANTUM PROCESSOR BASED SYSTEMS AND METHODS THAT MINIMIZE AN OBJECTIVE FUNCTION;"HAMZE FIRAS [CA] 
MACREADY WILLIAM G [CA] 
ROSE GEORDIE [CA] 
GILDERT SUZANNE [CA] 
RANJBAR MANI [CA]";"DWAVE SYS INC [CA] 
D WAVE SYSTEMS INC [CA]";"EP2729903A1 
EP2729903A4 
EP2729903B1";2011-07-06;"G06N99/00 
B82Y10/00 
G06N10/00 
B82Y10/00";"B82Y10/00 (EP,US) 
G06N10/00 (EP,US) 
G06N5/02 (US) 
G06N7/005 (US) 
G06N3/00 (US) 
G06N3/12 (US)";"2014-05-14 
2015-07-29 
2020-04-01";2013-01-10;047437482
329;QUANTUM FLUX PARAMETRON BASED STRUCTURES (E.G., MUXES, DEMUXES, SHIFT REGISTERS), ADDRESSING LINES AND RELATED METHODS;BOOTHBY KELLY T R [CA];D WAVE SYSTEMS INC [CA];"US10528886B2 
US2018101786A1";2016-10-06;"G06N99/00 
H03M1/66 
H01L39/02 
H01L39/22 
G06N10/00 
H03M1/10 
H03M1/66";"G06N10/00 (EP,US) 
H01L39/02 (US) 
H01L39/22 (US) 
H01L39/223 (EP,US) 
H03M1/1009 (EP,US) 
G06J1/00 (EP) 
H03M1/66 (EP,US)";"2018-04-12 
2020-01-07";2018-04-12;061829716
330;SYSTEMS, DEVICES, AND METHODS FOR INTERCONNECTED PROCESSOR TOPOLOGY;"ROSE GEORDIE [CA] 
BUNYK PAUL [CA] 
COURY MICHAEL D [CA] 
MACREADY WILLIAM [CA] 
CHOI VICKY [CA]";"ROSE GEORDIE [CA] 
BUNYK PAUL [CA] 
COURY MICHAEL D [CA] 
MACREADY WILLIAM [CA] 
CHOI VICKY [CA] 
DWAVE SYS INC [CA]";"US2008176750A1 
US8195596B2";2007-01-12;"G06F15/76 
G06F9/02 
G11C11/44 
H01L39/00 
G06N99/00 
G06N5/00";"B82Y10/00 (EP,US) 
G06N10/00 (EP,US)";"2008-07-24 
2012-06-05";2008-07-17;039608302
331;Systems, Devices And Methods For Person And Object Tracking And Data Exchange;"SHUSTER GARY STEPHEN [US] 
SHUSTER BRIAN MARK [CA]";"SHUSTER GARY STEPHEN [US] 
SHUSTER BRIAN MARK [CA]";US2015278604A1;2014-03-30;"G02B27/01 
G06K9/00 
G06T11/60 
H04N5/247 
H04N5/33";"G06V20/20 (EP,US) 
H04L67/10 (US) 
H04L67/535 (US) 
G06V20/52 (EP,US)";2015-10-01;2015-10-01;054190835
332;SYSTEMS AND METHODS FOR MANAGING EXCEPTIONS TO ORDERS COLLECTED BY AUTONOMOUS VEHICLES;"GRAHAM MATTHEW [CA] 
KREIS JEFFREY [CA] 
PAYNE CHRISTOPHER [CA] 
DEIGNAN TIMOTHY [CA] 
CACIOPPO CHRISTOPHER [CA] 
MELLON ALEXA [CA]";6 RIVER SYSTEMS LLC [US];CA3128844A1;2020-09-21;"B60W60/00 
G05D1/02 
G06Q10/08 
G06Q50/30";"G05D1/0287 (US) 
G06Q10/06315 (EP,US) 
G06Q10/08355 (EP,US) 
G06Q50/28 (EP,US)";2022-03-21;2022-03-21;080740634
333;SYSTEMS, METHODS AND APPARATUS FOR SAMPLING FROM A SAMPLING SERVER;"ROLFE JASON T [CA] 
MACREADY WILLIAM G [CA] 
RANJBAR MANI [CA] 
MOHAMMADI NEVISI MAYSSAM [CA]";D WAVE SYSTEMS INC [CA];WO2018058061A1;2016-09-26;"G06F9/30 
G06N99/00";"G06F15/173 (US) 
G06F9/30 (KR) 
G06N10/00 (EP,US) 
G06N20/00 (EP,KR,US) 
G06N3/0445 (EP) 
G06N3/0472 (EP) 
G06N7/005 (EP) 
G06N7/08 (US) 
H04L67/10 (US)";2018-03-29;2018-03-29;061690663
334;INPUT/OUTPUT SYSTEMS AND METHODS FOR SUPERCONDUCTING DEVICES;BOOTHBY KELLY T R [CA];D WAVE SYSTEMS INC [CA];WO2020252157A1;2019-06-11;"G06N10/00 
B82Y10/00";"G06N10/00 (EP,CN) 
B82Y10/00 (EP,CN)";2020-12-17;2020-12-17;073782244
335;CROSS-CERTIFICATION FOR SECURE BINDING OF CRYPTOGRAPHIC SYSTEMS;"GRAY JOHN ROBERT [CA] 
OUNSWORTH MICHAEL [CA] 
MISTER SERGE JEAN MAURICE [CA]";ENTRUST INC [US];US2021392002A1;2020-06-11;"H04L9/06 
H04L9/32";"H04L63/0823 (EP) 
H04L9/0643 (US) 
H04L9/3236 (US) 
H04L9/3247 (EP,US) 
H04L9/3265 (EP) 
H04L9/3268 (US)";2021-12-16;2021-12-16;078826137
336;SYSTEMS, METHODS, AND APPARATUS FOR QUASI-ADIABATIC QUANTUM COMPUTATION;AMIN MOHAMMAD H S [CA];DWAVE SYS INC [CA];"US2008162613A1 
US7899852B2";2006-07-14;"G06J1/00 
G06N99/00 
G06G1/00";"B82Y10/00 (EP,US) 
G06N10/00 (EP,US)";"2008-07-03 
2011-03-01";2008-01-17;038922886
337;Methods and systems for digital message encoding and signing;KUANG RANDY [CA];QUANTROPI INC [CA];US10951404B1;2020-06-09;"H04L29/00 
H04L9/08";"H04L9/0825 (US) 
H04L9/0869 (US) 
H04L9/3093 (EP)";2021-03-16;2021-03-16;074870435
338;SYSTEM AND METHOD FOR CHIRPED PULSE INTERFEROMETRY;RESCH KEVIN [CA];RESCH KEVIN [CA];CA2710296A1;2007-12-21;"G01B9/02 
G01N21/00 
G01N21/41";"G01B9/02004 (EP) 
G01B9/02007 (EP) 
G01B9/02014 (EP) 
G01B9/02091 (EP) 
G02F1/21 (EP) 
G01B2290/55 (EP) 
G01B2290/70 (EP) 
G01N2021/1787 (EP) 
G01N21/49 (EP) 
G02F1/3534 (EP) 
G02F2203/25 (EP) 
G02F2203/255 (EP) 
G02F2203/26 (EP)";2009-07-02;2009-07-02;040800605
339;Using a digital certificate with multiple cryptosystems;"TRUSKOVSKY ALEXANDER [CA] 
YAMADA ATSUSHI [CA] 
BROWN MICHAEL KENNETH [CA] 
GUTOSKI GUSTAV MICHAEL [CA]";ISARA CORP [CA];US9660978B1;2016-08-08;"H04L29/06 
H04L9/32";"H04L63/0435 (US) 
H04L63/0442 (EP,US) 
H04L63/0823 (EP,US) 
H04L9/006 (EP,US) 
H04L9/321 (EP,US) 
H04L9/3247 (EP,US) 
H04L9/3265 (EP,US)";2017-05-23;2017-05-23;058708225
340;Reversing deletion of a virtual machine;"PATEL VIVEKKUMAR [CA] 
GENEREUX NEALE [CA] 
LIU WANRU [CA] 
HEIDEMEYER MARTEN [CA] 
COLGROVE JOHN [US]";PURE STORAGE INC [US];US10908835B1;2013-01-10;"G06F11/14 
G06F12/0891 
G06F12/10 
G06F12/1009 
G06F12/121 
G06F16/174 
G06F16/23 
G06F3/06 
G06F12/0875";"G06F11/1451 (US) 
G06F11/1469 (US) 
G06F11/1471 (EP) 
G06F12/0891 (US) 
G06F12/10 (US) 
G06F12/1009 (US) 
G06F12/121 (US) 
G06F16/1748 (US) 
G06F16/23 (US) 
G06F21/53 (EP) 
G06F3/0604 (US) 
G06F3/0605 (US) 
G06F3/0608 (US) 
G06F3/061 (US) 
G06F3/0611 (US) 
G06F3/0614 (US) 
G06F3/0619 (US) 
G06F3/0626 (US) 
G06F3/0632 (US) 
G06F3/0641 (US) 
G06F3/0644 (US) 
G06F3/065 (US) 
G06F3/0652 (US) 
G06F3/0655 (US) 
G06F3/0664 (US) 
G06F3/0665 (US) 
G06F3/0667 (US) 
G06F3/067 (US) 
G06F3/0671 (US) 
G06F3/0673 (US) 
G06F3/0683 (US) 
G06F3/0685 (US) 
G06F3/0689 (US) 
G06F8/71 (EP) 
G06F9/45558 (EP) 
G06F9/5022 (EP) 
G06F9/5072 (EP) 
G06F12/0875 (US) 
G06F2009/45562 (EP) 
G06F2009/45575 (EP) 
G06F2009/45579 (EP) 
G06F2201/815 (EP) 
G06F2201/84 (EP) 
G06F2212/1008 (US) 
G06F2212/1016 (US) 
G06F2212/1032 (US) 
G06F2212/1044 (US) 
G06F2212/152 (US) 
G06F2212/154 (US) 
G06F2212/163 (US) 
G06F2212/261 (US) 
G06F2212/263 (US) 
G06F2221/2143 (EP)";2021-02-02;2021-02-02;074260942
341;UNIVARIATE DENSITY ESTIMATION METHOD;"HAMZE FIRAS [CA] 
KATZGRABER HELMUT GOTTFRIED [US]";MICROSOFT TECHNOLOGY LICENSING LLC [US];US2022050731A1;2020-08-11;"G06F9/38 
G06F9/54 
G06K9/62";"G06F9/3836 (US) 
G06F9/545 (US) 
G06K9/6277 (EP,US) 
G06N20/10 (EP) 
G06V10/758 (US)";2022-02-17;2022-02-17;080224211
342;MEDIA USER INTERFACE START MENU;"OSTOJIC BOJANA [HR] 
GLEIN CHRISTOPHER A [US] 
GIBSON MARK R [US] 
D AURELIO RYAN J [CA] 
VONG WILLIAM H [US] 
ALTON BENJAMIN N [CA] 
NEWELL MARK S [US]";MICROSOFT CORP [US];KR20080028962A;2005-07-27;"G06F13/00 
G06F3/00 
G06F3/048";"G06F3/0481 (KR) 
G06F3/0482 (EP,US) 
G11B27/034 (EP,US) 
G11B27/105 (EP,US) 
G11B27/34 (EP,US) 
G11B27/36 (EP,US) 
H04N21/431 (KR) 
H04N21/4316 (EP,US) 
H04N21/47 (EP,US) 
H04N21/482 (EP,KR,US) 
H04N21/485 (EP,US) 
H04N21/4884 (EP,US) 
H04N5/445 (KR) 
H04N7/163 (EP,US)";2008-04-02;2007-02-01;037695858
343;SYSTEMS AND METHODS FOR ELECTROSTATIC TRAPPING OF CONTAMINANTS IN CRYOGENIC REFRIGERATION SYSTEMS;UCHAYKIN SERGEY [CA];DWAVE SYS INC [CA];WO2016022718A1;2014-08-08;"F25B9/00 
F25B9/14";"B03C3/41 (US) 
B03C3/45 (US) 
F25B43/00 (EP,US) 
F25B9/145 (EP,US) 
B03C2201/06 (US)";2016-02-11;2016-02-11;055264525
344;MESH NETWORKS WITH EXCLUSION CAPABILITY;"SIMON DANIEL R [CA] 
WANG HELEN JIAHE [US] 
BAHL PARAMVIR [US]";MICROSOFT CORP [US];"KR101130451B1 
KR20050061291A";2003-12-17;"H04L12/28 
H04L9/32 
G09C1/00 
H04L12/28 
H04L12/56 
H04L29/06 
H04L9/10 
H04L9/32";"H04L12/28 (KR) 
H04L63/0823 (EP,US) 
H04L9/32 (KR) 
H04W12/069 (EP,US) 
H04W12/122 (EP,US) 
H04W40/00 (EP,US) 
H04W48/16 (KR) 
H04W88/14 (KR) 
H04W48/16 (EP,US) 
H04W76/10 (EP,US) 
H04W88/14 (EP,US) 
H04W88/18 (EP,US)";"2005-06-22 
2012-03-27";2005-06-22;034523166
345;METHODS FOR FABRICATING SUPERCONDUCTING INTEGRATED CIRCUITS;"OH BYONG HYOP [CA] 
LADIZINSKY ERIC G [CA] 
YAO J JASON [CA]";D WAVE SYSTEMS INC [CA];WO2021262741A1;2020-06-23;"G06N10/00 
H01L27/18 
H01L39/06 
H01L39/24 
B82Y10/00";"G06N10/40 (EP) 
H01L27/18 (EP) 
H01L39/223 (EP) 
H01L39/2493 (EP) 
B82Y10/00 (EP)";2021-12-30;2021-12-30;079281777
346;Methods and systems for investigation of compositions of ontological subjects;HATAMI-HANZA HAMID [CA];"HATAMI-HANZA HAMID [CA] 
HAMID HATAMI-HANZA [CA]";"US2015227559A1 
US9684678B2";2007-07-26;"G06F17/16 
G06F17/30 
G06F17/00 
G06N5/02";"G06F16/211 (EP,US) 
G06F17/16 (US) 
G06N5/02 (EP,US)";"2015-08-13 
2017-06-20";2015-08-13;053775079
347;ANIMAL CARE AND MONITORING PLATFORM;"NICHOL JAMIE GORDON [US] 
STEPAK NEIL [CA] 
FLORENCE MARK [US]";BRISBY INC [US];US2022061765A1;2020-08-27;"A61B5/00 
A61B5/01 
A61B5/024 
A61B5/08";"A61B5/0008 (US) 
A61B5/01 (US) 
A61B5/024 (US) 
A61B5/0816 (US) 
A61B5/48 (US) 
A61B5/6891 (US) 
A61B2503/40 (US) 
A61B2560/0252 (US) 
A61B2562/0271 (US)";2022-03-03;2022-03-03;080355726
348;MODEL-INSENSTIVE CONTROL OF NONLINEAR RESONATORS;"BORNEMAN TROY W [CA] 
CORY DAVID G [CA]";QUANTUM VALLEY INVEST FUND LP [CA];WO2020019049A1;2018-07-25;"G01R33/30 
H01F13/00";"G01N24/08 (EP) 
G01N24/10 (EP) 
G01R33/3607 (US) 
G01R33/4616 (EP) 
G01R33/60 (EP) 
G01R33/345 (EP)";2020-01-30;2020-01-30;069180213
349;METHODS AND SYSTEMS FOR ENCRYPTION, DECRYPTION, SIGNING AND VERIFICATION OF DIGITAL MESSAGES;KUANG RANDY [CA];QUANTROPI INC [CA];WO2021248227A1;2020-06-09;"G06F21/62 
H04L12/58 
H04L9/14 
H04L9/30";"G06F21/602 (EP) 
G06F21/606 (EP) 
G06F21/6209 (EP) 
H04L51/00 (EP) 
H04L9/0825 (EP) 
H04L9/3026 (EP) 
H04L9/3239 (EP) 
H04L9/3247 (EP) 
H04L9/50 (EP) 
H04L2209/56 (EP)";2021-12-16;2021-12-16;078846870
350;SYSTEMS, DEVICES, AND METHODS FOR ANALOG PROCESSING;"BUNYK PAUL [CA] 
NEUFELD RICHARD DAVID [CA] 
MAIBAUM FELIX [DE]";"DWAVE SYS INC [CA] 
D WAVE SYSTEMS INC [CA]";"EP2263166A2 
EP2263166A4 
EP2263166B1";2008-03-24;"B82Y10/00 
G06F15/76 
G06N99/00 
B82Y10/00 
G06F15/82 
G06N10/00 
B82Y10/00";"B82Y10/00 (EP,US) 
G01R1/06755 (US) 
G06F15/82 (US) 
G06F30/20 (US) 
G06N10/00 (EP,US) 
H01L39/025 (US) 
H01L39/223 (US)";"2010-12-22 
2014-07-30 
2020-02-19";2009-10-01;041114619
351;ELECTROSTATICALLY REGULATED ATOMIC SCALE ELECTROCONDUCTIVITYDEVICE;"DILABIO GINO A [CA] 
WOLKOW ROBERT A [CA] 
PITTERS JASON L [CA] 
PIVA PAUL G [CA]";"CA NAT RESEARCH COUNCIL [CA] 
NAT RES COUNCIL CANADA [CA] 
UNIV ALBERTA [CA]";"CA2601001A1 
CA2601001C";2005-03-08;"B82B1/00 
G01K7/01 
G01N27/414 
H01L29/06 
H01L29/66";"B82Y10/00 (EP,US) 
B82Y15/00 (EP,US) 
B82Y30/00 (EP,US) 
H01L51/0508 (EP,US) 
H01L51/0595 (EP,US)";"2006-09-14 
2015-06-30";2006-09-14;036952981
352;SYSTEMS AND METHODS FOR HYBRID ALGORITHMS USING CLUSTER CONTRACTION;"KING JAMES A [CA] 
BERNOUDY WILLIAM W [CA] 
BOOTHBY KELLY T R [CA] 
FARRÉ PÉREZ PAU [CA]";D WAVE SYSTEMS INC [CA];US2020234172A1;2019-01-17;"G06F17/18 
G06K9/62 
G06N10/00";"G06F17/18 (US) 
G06K9/6223 (EP,US) 
G06K9/6262 (US) 
G06N10/00 (EP,US) 
G06N5/003 (EP) 
G06N20/20 (EP)";2020-07-23;2020-07-23;071610029
353;Methods and systems for investigation of compositions of ontological subjects and intelligent systems therefrom;HATAMI-HANZA HAMID [CA];"HATAMI-HANZA HAMID [CA] 
HATAMI HANZA HAMID [CA]";"US10795949B2 
US2017249387A1";2007-07-26;"G06F17/30 
G06F16/00 
G06F16/951 
G06N3/08 
G06N5/02 
G06Q10/10 
H04L29/06";"G06F16/00 (EP,US) 
G06F16/951 (EP,US) 
G06N3/08 (EP,US) 
G06N5/02 (EP,US)";"2017-08-31 
2020-10-06";2017-08-31;059679661
354;Configuring And Maintaining An Environment Using Configuration Templates;"GENEREUX NEALE [CA] 
HOPKINSON JACOB [US] 
NEELAKANTAM NAVEEN [US]";PURE STORAGE INC [US];US2022035541A1;2018-11-18;G06F3/06;"G06F3/0604 (EP,US) 
G06F3/061 (US) 
G06F3/0629 (EP,US) 
G06F3/0659 (US) 
G06F3/0664 (EP,US) 
G06F3/067 (EP,US)";2022-02-03;2022-02-03;080003141
355;Synchronously Replicating Data Using Virtual Volumes;"DOUCETTE DANIEL [CA] 
HOSTERMAN CODY [US] 
COLGROVE JOHN [US] 
GENEREUX NEALE [CA]";PURE STORAGE INC [US];US2022043577A1;2017-03-10;G06F3/06;"G06F3/0604 (EP,US) 
G06F3/065 (EP,US) 
G06F3/067 (EP,US) 
G06F3/0688 (EP)";2022-02-10;2021-11-09;078467430
356;METHODS AND SYSTEMS FOR INVESTIGATION OF COMPOSITIONS OF ONTOLOGICAL SUBJECTS AND INTELLIGENT SYSTEMS THEREFROM;HATAMI-HANZA HAMID [CA];HATAMI HANZA HAMID [CA];CA3004097A1;2017-05-16;"G06N3/04 
G06N3/08 
G06T7/00";;2018-11-16;2018-11-16;064268690
357;SYSTEMS AND METHODS FOR FABRICATION OF SUPERCONDUCTING INTEGRATED CIRCUITS;"LADIZINSKY ERIC [US] 
HILTON JEREMY P [CA] 
OH BYONG HYOP [US] 
BUNYK PAUL I [CA]";"DWAVE SYS INC [CA] 
D-WAVE SYSTEMS INC [CA]";"US2015119252A1 
US9768371B2";2012-03-08;"H01L39/02 
H01L39/12 
H01L39/22 
H01L39/24 
B82Y10/00 
H01L39/00 
G06N99/00 
H01L27/18";"B82Y10/00 (EP,US) 
H01L21/2855 (EP,US) 
H01L21/76877 (EP,US) 
H01L21/76891 (EP,US) 
H01L27/18 (EP,US) 
H01L39/025 (US) 
H01L39/125 (US) 
H01L39/22 (US) 
H01L39/223 (EP,US) 
H01L39/24 (US) 
H01L39/2406 (US) 
H01L39/2493 (EP,US) 
G06N10/00 (EP,US) 
H01L21/76807 (EP)";"2015-04-30 
2017-09-19";2013-12-05;049674017
358;METHOD AND SYSTEM FOR MAGNETIC SEMICONDUCTOR SOLID STATE COOLING;"GERVAIS GUILLAUME [CA] 
SZKOPEK THOMAS [CA] 
GUILLEMETTE JONATHAN [CA]";UNIV MCGILL [CA];WO2013177678A1;2012-05-30;"G06N99/00 
G11C11/44 
H01L23/34 
H03M1/12 
H03M3/02";"F25B21/00 (US) 
H01L23/34 (EP,US) 
H01L23/3738 (US) 
H01L23/38 (EP,US) 
H01L35/28 (EP,US) 
F25B2321/002 (US) 
H01L2924/0002 (EP,US) 
H01L2924/0002, H01L2924/00, ADD (EP,US)      ";2013-12-05;2013-12-05;049672229
359;METHOD AND SYSTEM FOR GENERATING AN EMBEDDING PATTERN USED FOR SOLVING A QUADRATIC BINARY OPTIMIZATION PROBLEM;"ZARIBAFIYAN ARMAN [CA] 
MARCHAND DOMINIC [CA] 
CHANGIZ REZAEI SEYED SAEED [CA]";1QB INF TECH INC [CA];US2017124027A1;2015-11-04;"G06F17/11 
G06N5/04";"G06F17/11 (EP,US) 
G06N5/003 (EP) 
G06N5/047 (US) 
G06N10/00 (EP)";2017-05-04;2017-05-04;058637578
